787,10
727,10
967,10
709,10
947,10
653,10
937,10
619,10
739,10
941,10
769,10
1009,10
881,10
919,10
991,10
677,10
887,10
797,10
997,10
863,10
823,10
863,10
631,10
701,10
727,10
563,10
811,10
911,10
733,10
809,10
1997,11
1129,11
1409,11
1889,11
1061,11
1051,11
1283,11
1693,11
1823,11
1213,11
1801,11
1559,11
1723,11
1373,11
2011,11
1291,11
1283,11
1277,11
1151,11
1223,11
1697,11
1777,11
2017,11
1553,11
1123,11
2011,11
1297,11
1103,11
1811,11
1201,11
2659,12
3931,12
3557,12
2447,12
3863,12
3623,12
2053,12
3923,12
2441,12
2729,12
3709,12
2837,12
2347,12
2861,12
2083,12
3671,12
2887,12
3517,12
3257,12
2711,12
2371,12
2251,12
3677,12
2351,12
2309,12
2129,12
3257,12
2543,12
3533,12
3727,12
5437,13
7129,13
5297,13
8039,13
6469,13
7933,13
6379,13
8117,13
4931,13
5647,13
6473,13
5701,13
5051,13
7019,13
6067,13
4523,13
4229,13
6581,13
6163,13
6079,13
7159,13
4397,13
5273,13
5189,13
5449,13
5419,13
6299,13
4153,13
5437,13
4993,13
14767,14
15581,14
15149,14
10529,14
8237,14
14741,14
11003,14
9311,14
11827,14
15823,14
9209,14
10247,14
14033,14
14323,14
13421,14
9049,14
11047,14
13591,14
13103,14
9533,14
8269,14
14713,14
14783,14
12343,14
15121,14
10247,14
12697,14
9173,14
12269,14
11161,14
19543,15
29389,15
18839,15
20431,15
22349,15
30661,15
25339,15
22283,15
18131,15
31547,15
17093,15
28789,15
29443,15
17467,15
32369,15
32377,15
18481,15
18959,15
25939,15
26693,15
31667,15
30577,15
23197,15
18671,15
20233,15
18959,15
25409,15
29803,15
25037,15
31307,15
40823,16
36559,16
64373,16
51479,16
44647,16
36899,16
50581,16
51607,16
42841,16
56663,16
44491,16
36341,16
47237,16
49993,16
53407,16
37313,16
46073,16
47387,16
40639,16
60443,16
32801,16
44381,16
53353,16
38561,16
41801,16
52259,16
45863,16
59141,16
57131,16
57269,16
97213,17
120919,17
95891,17
92957,17
110923,17
115117,17
109139,17
82193,17
91577,17
66749,17
119183,17
117119,17
117911,17
125107,17
106949,17
92593,17
105683,17
124303,17
87853,17
86969,17
108247,17
67079,17
118861,17
68633,17
111791,17
124153,17
86813,17
91969,17
83701,17
75611,17
227189,18
133087,18
193549,18
131497,18
137623,18
182653,18
211427,18
207973,18
181739,18
206543,18
158759,18
168761,18
242453,18
143651,18
258107,18
212123,18
218077,18
228577,18
189619,18
197033,18
133541,18
158849,18
182503,18
140639,18
218191,18
225809,18
251707,18
152879,18
165313,18
188291,18
308587,19
296041,19
414991,19
351383,19
437909,19
365413,19
402739,19
399173,19
471301,19
489913,19
494041,19
367027,19
264919,19
472709,19
301579,19
282311,19
445031,19
476519,19
491857,19
306139,19
318919,19
377371,19
420737,19
326881,19
420029,19
418207,19
476911,19
278743,19
440311,19
357733,19
590267,20
960977,20
744911,20
994073,20
809903,20
553277,20
1026829,20
729851,20
716383,20
549817,20
920641,20
627617,20
604001,20
758971,20
749153,20
697591,20
809447,20
1038827,20
947033,20
971339,20
756527,20
617723,20
745951,20
875089,20
1021753,20
619033,20
583621,20
978091,20
762913,20
598691,20
1592699,21
1797589,21
2001539,21
1734011,21
1102333,21
1240193,21
1445429,21
2002799,21
1235659,21
1116107,21
1437913,21
1819577,21
1697627,21
1324361,21
1297061,21
1386823,21
1108103,21
1249091,21
1096219,21
1910611,21
1602361,21
1455499,21
1149457,21
1083899,21
1125907,21
1732397,21
1590713,21
1803299,21
1865551,21
1146529,21
3577957,22
2863019,22
2547971,22
2631653,22
2696677,22
2567533,22
3433037,22
2423137,22
2683789,22
2679587,22
3656573,22
3668701,22
2459069,22
3036221,22
3475421,22
2914913,22
3666251,22
3472451,22
2552647,22
2791783,22
3009361,22
3446717,22
4069789,22
2876171,22
4147093,22
2764441,22
2747243,22
2509417,22
4133453,22
3799769,22
6259237,23
4443097,23
6491413,23
4946203,23
7720049,23
4483939,23
6666593,23
5873753,23
5955029,23
8177179,23
7348259,23
6707507,23
5791013,23
7650031,23
4466639,23
5277211,23
6426421,23
5606261,23
6070313,23
5019713,23
5628061,23
4214053,23
4421941,23
4736507,23
5237579,23
5503109,23
6543643,23
5408047,23
8118709,23
8091091,23
13850489,24
8949911,24
12791423,24
15580907,24
11505859,24
12414959,24
15335303,24
13514411,24
14118781,24
15745663,24
8702821,24
13702463,24
11854853,24
8417147,24
16619159,24
9518137,24
11984723,24
9140783,24
14516507,24
13854661,24
11832773,24
10825313,24
15004063,24
13890571,24
8777669,24
15673831,24
10780433,24
11475103,24
14972261,24
14922629,24
18954127,25
25472303,25
23935517,25
27151391,25
24482257,25
26514643,25
31042651,25
23896529,25
27056699,25
29778703,25
31468823,25
27326513,25
28645411,25
24331429,25
24859567,25
26430203,25
28683269,25
25928351,25
33459233,25
21043171,25
23416219,25
26678293,25
32511431,25
20995379,25
31668163,25
27722293,25
32587627,25
32003423,25
30903143,25
30739057,25
53974091,26
62478589,26
47523767,26
64051951,26
49018103,26
65920259,26
36942181,26
61384969,26
47567677,26
42765433,26
39152713,26
60728191,26
55232951,26
59129123,26
42738229,26
39732127,26
66343873,26
57644611,26
45514093,26
34254749,26
43938493,26
38260373,26
45909329,26
48650453,26
45065387,26
39624779,26
38442787,26
40000321,26
51545419,26
36547363,26
76088261,27
71346917,27
99345299,27
81060697,27
82561483,27
120646147,27
102586009,27
88212043,27
103126241,27
122742583,27
126430919,27
73674247,27
74637281,27
109064887,27
121358423,27
116146859,27
116109989,27
98714543,27
85570883,27
128090093,27
75356663,27
80887043,27
93033791,27
67873361,27
114573331,27
68705617,27
108421751,27
107559467,27
128527051,27
112918943,27
225178489,28
211287911,28
243461929,28
256741087,28
197206963,28
228848989,28
221899373,28
189333091,28
175952263,28
182573939,28
192229391,28
196494119,28
197521921,28
216681977,28
148151063,28
169718323,28
239905273,28
135475927,28
151148051,28
214253933,28
171438781,28
191053297,28
142306397,28
212814011,28
151109537,28
259394491,28
147175883,28
146835973,28
136496501,28
266042431,28
338470793,29
472327481,29
530926657,29
387811163,29
281594921,29
305732507,29
483654079,29
452355721,29
348447851,29
378100001,29
515587379,29
493650361,29
332578613,29
299532139,29
453124813,29
469123607,29
513484159,29
510875587,29
325601011,29
282994757,29
308302889,29
374462083,29
402179929,29
341642681,29
506631781,29
361070221,29
439366397,29
270724843,29
350788891,29
293664751,29
866030327,30
918758147,30
684053857,30
879424529,30
922764877,30
884786537,30
656780741,30
746060531,30
833772539,30
918908219,30
1052099423,30
701974391,30
675052513,30
1067931497,30
799765067,30
904278019,30
542736109,30
1053917411,30
740417267,30
826352539,30
776150477,30
1025900179,30
595402783,30
869108011,30
862369073,30
585951959,30
1022715511,30
662914589,30
644643301,30
910284299,30
2026270703,31
1237786087,31
1927028899,31
1149096103,31
1242751723,31
1239608147,31
1725510287,31
1919517157,31
2089758973,31
1441733551,31
1890983533,31
1583790889,31
1811328151,31
1740950179,31
1912786453,31
2028612457,31
2113678349,31
1910726183,31
1632813821,31
1568107313,31
2081215951,31
1747587931,31
1082440001,31
1251142709,31
2117898619,31
1785182951,31
1902873943,31
1629225341,31
1268150519,31
1259809703,31
4286829691,32
2183439653,32
4080986131,32
3309457729,32
3078058829,32
2862560143,32
3159488803,32
2503351013,32
2645335871,32
3724121693,32
3967891241,32
2148044557,32
3144272749,32
2857711561,32
3269939129,32
3607523771,32
2776264643,32
2625032857,32
2158592977,32
4031655967,32
2961746609,32
4013032657,32
2737232221,32
2748985847,32
2152674409,32
3793690687,32
4056737053,32
2689954367,32
2475192497,32
2468160049,32
6455588617,33
5474353471,33
8111314399,33
7489010029,33
4468385573,33
7354036043,33
4650079201,33
6210062513,33
7140976607,33
8301992099,33
7565981747,33
